Partner_Group,Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,ITIS_Number,Individual_ID,Plant_Nickname,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86274,14585*C American beech,501,Open flowers,2016,4,27,118,2457506,3,2016,4,27,118,2457506,3
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86274,14585*C American beech,501,Open flowers,2016,5,9,130,2457518,1,2016,5,9,130,2457518,2
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86274,14585*C American beech,501,Open flowers,2016,5,15,136,2457524,1,2016,5,18,139,2457527,3
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86275,14585*D American beech,501,Open flowers,2016,4,24,115,2457503,2,2016,4,28,119,2457507,2
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86275,14585*D American beech,501,Open flowers,2016,5,1,122,2457510,1,2016,5,12,133,2457521,1
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86277,14585*J American beech,501,Open flowers,2016,4,24,115,2457503,2,2016,4,28,119,2457507,2
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86277,14585*J American beech,501,Open flowers,2016,5,3,124,2457512,2,2016,5,12,133,2457521,1
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86273,14585*B American beech,516,Fruits,2016,5,26,147,2457535,2,2016,5,26,147,2457535,1
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86273,14585*B American beech,516,Fruits,2016,6,2,154,2457542,2,2016,6,2,154,2457542,3
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86273,14585*B American beech,516,Fruits,2016,6,9,161,2457549,4,2016,6,16,168,2457556,3
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86274,14585*C American beech,516,Fruits,2016,5,26,147,2457535,2,2016,5,26,147,2457535,1
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86275,14585*D American beech,516,Fruits,2016,5,18,139,2457527,3,2016,5,21,142,2457530,3
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86275,14585*D American beech,516,Fruits,2016,5,26,147,2457535,2,2016,5,27,148,2457536,2
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86275,14585*D American beech,516,Fruits,2016,6,2,154,2457542,2,2016,6,2,154,2457542,3
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86275,14585*D American beech,516,Fruits,2016,6,9,161,2457549,4,2016,6,9,161,2457549,5
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86275,14585*D American beech,516,Fruits,2016,6,16,168,2457556,2,2016,6,16,168,2457556,3
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86276,14585*G American beech,516,Fruits,2016,5,26,147,2457535,2,2016,5,26,147,2457535,1
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86277,14585*J American beech,516,Fruits,2016,5,9,130,2457518,3,2016,5,9,130,2457518,2
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86277,14585*J American beech,516,Fruits,2016,5,21,142,2457530,3,2016,5,21,142,2457530,3
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86277,14585*J American beech,516,Fruits,2016,5,26,147,2457535,2,2016,5,27,148,2457536,4
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86277,14585*J American beech,516,Fruits,2016,6,2,154,2457542,2,2016,6,2,154,2457542,3
Arnold Arboretum - Tree Spotters Program,20238,42.298065,-71.122131,21,MA,79,Fagus,grandifolia,American beech,19462,86277,14585*J American beech,516,Fruits,2016,6,9,161,2457549,4,2016,6,16,168,2457556,3
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86262,20095*A Pignut hickory,371,Breaking leaf buds,2016,5,9,130,2457518,8,2016,5,10,131,2457519,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86263,20098*A Pignut hickory,371,Breaking leaf buds,2016,4,19,110,2457498,3,2016,4,19,110,2457498,3
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86263,20098*A Pignut hickory,371,Breaking leaf buds,2016,4,27,118,2457506,5,2016,5,10,131,2457519,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86264,6990*A Pignut hickory,371,Breaking leaf buds,2016,4,19,110,2457498,3,2016,5,10,131,2457519,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86265,2019*S Pignut hickory,371,Breaking leaf buds,2016,4,19,110,2457498,3,2016,4,19,110,2457498,3
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86265,2019*S Pignut hickory,371,Breaking leaf buds,2016,5,1,122,2457510,4,2016,5,11,132,2457520,11
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86266,2019*R Pignut hickory,371,Breaking leaf buds,2016,4,19,110,2457498,3,2016,4,19,110,2457498,3
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86266,2019*R Pignut hickory,371,Breaking leaf buds,2016,4,27,118,2457506,5,2016,5,13,134,2457522,5
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86266,2019*R Pignut hickory,390,Ripe fruits,2016,6,16,168,2457556,2,2016,6,16,168,2457556,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86262,20095*A Pignut hickory,467,Increasing leaf size,2016,5,22,143,2457531,11,2016,5,26,147,2457535,2
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86262,20095*A Pignut hickory,467,Increasing leaf size,2016,5,29,150,2457538,1,2016,5,29,150,2457538,4
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86263,20098*A Pignut hickory,467,Increasing leaf size,2016,5,1,122,2457510,4,2016,5,22,143,2457531,4
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86263,20098*A Pignut hickory,467,Increasing leaf size,2016,5,29,150,2457538,1,2016,5,29,150,2457538,6
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86264,6990*A Pignut hickory,467,Increasing leaf size,2016,5,1,122,2457510,4,2016,5,29,150,2457538,6
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86265,2019*S Pignut hickory,467,Increasing leaf size,2016,5,4,125,2457513,3,2016,5,22,143,2457531,4
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86265,2019*S Pignut hickory,467,Increasing leaf size,2016,5,29,150,2457538,3,2016,5,29,150,2457538,6
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86266,2019*R Pignut hickory,467,Increasing leaf size,2016,5,3,124,2457512,2,2016,6,3,155,2457543,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86266,2019*R Pignut hickory,467,Increasing leaf size,2016,6,9,161,2457549,5,2016,6,9,161,2457549,5
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86266,2019*R Pignut hickory,467,Increasing leaf size,2016,6,16,168,2457556,2,2016,6,16,168,2457556,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86262,20095*A Pignut hickory,483,Leaves,2016,5,22,143,2457531,11,2016,6,14,166,2457554,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86263,20098*A Pignut hickory,483,Leaves,2016,4,27,118,2457506,5,2016,6,14,166,2457554,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86264,6990*A Pignut hickory,483,Leaves,2016,4,27,118,2457506,5,2016,6,14,166,2457554,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86265,2019*S Pignut hickory,483,Leaves,2016,5,1,122,2457510,4,2016,6,14,166,2457554,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86266,2019*R Pignut hickory,483,Leaves,2016,5,1,122,2457510,4,2016,6,16,168,2457556,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86262,20095*A Pignut hickory,500,Flowers or flower buds,2016,5,22,143,2457531,11,2016,6,4,156,2457544,10
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86263,20098*A Pignut hickory,500,Flowers or flower buds,2016,5,1,122,2457510,4,2016,5,29,150,2457538,6
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86264,6990*A Pignut hickory,500,Flowers or flower buds,2016,5,9,130,2457518,5,2016,5,9,130,2457518,2
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86265,2019*S Pignut hickory,500,Flowers or flower buds,2016,5,9,130,2457518,5,2016,6,4,156,2457544,10
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86266,2019*R Pignut hickory,500,Flowers or flower buds,2016,4,27,118,2457506,5,2016,5,29,150,2457538,5
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86262,20095*A Pignut hickory,501,Open flowers,2016,5,21,142,2457530,10,2016,5,22,143,2457531,4
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86262,20095*A Pignut hickory,501,Open flowers,2016,5,29,150,2457538,3,2016,6,4,156,2457544,10
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86263,20098*A Pignut hickory,501,Open flowers,2016,5,9,130,2457518,5,2016,5,10,131,2457519,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86263,20098*A Pignut hickory,501,Open flowers,2016,5,22,143,2457531,11,2016,5,22,143,2457531,4
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86263,20098*A Pignut hickory,501,Open flowers,2016,5,29,150,2457538,1,2016,5,29,150,2457538,6
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86264,6990*A Pignut hickory,501,Open flowers,2016,5,9,130,2457518,5,2016,5,9,130,2457518,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86265,2019*S Pignut hickory,501,Open flowers,2016,5,22,143,2457531,11,2016,5,22,143,2457531,4
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86265,2019*S Pignut hickory,501,Open flowers,2016,5,29,150,2457538,3,2016,6,4,156,2457544,10
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86266,2019*R Pignut hickory,501,Open flowers,2016,5,9,130,2457518,3,2016,5,10,131,2457519,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86266,2019*R Pignut hickory,501,Open flowers,2016,5,22,143,2457531,9,2016,5,29,150,2457538,5
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86262,20095*A Pignut hickory,502,Pollen release (flowers),2016,5,21,142,2457530,10,2016,5,21,142,2457530,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86262,20095*A Pignut hickory,502,Pollen release (flowers),2016,5,28,149,2457537,2,2016,5,29,150,2457538,6
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86263,20098*A Pignut hickory,502,Pollen release (flowers),2016,5,29,150,2457538,3,2016,5,29,150,2457538,6
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86265,2019*S Pignut hickory,502,Pollen release (flowers),2016,5,28,149,2457537,2,2016,6,4,156,2457544,10
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86266,2019*R Pignut hickory,502,Pollen release (flowers),2016,5,23,144,2457532,1,2016,5,29,150,2457538,5
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86262,20095*A Pignut hickory,516,Fruits,2016,5,29,150,2457538,1,2016,6,14,166,2457554,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86263,20098*A Pignut hickory,516,Fruits,2016,5,29,150,2457538,3,2016,6,14,166,2457554,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86264,6990*A Pignut hickory,516,Fruits,2016,6,14,166,2457554,10,2016,6,14,166,2457554,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86265,2019*S Pignut hickory,516,Fruits,2016,5,29,150,2457538,1,2016,6,14,166,2457554,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,67,Carya,glabra,pignut hickory,19231,86266,2019*R Pignut hickory,516,Fruits,2016,5,29,150,2457538,1,2016,6,14,166,2457554,2
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86268,12907*B Shagbark hickory,371,Breaking leaf buds,2016,5,9,130,2457518,8,2016,5,11,132,2457520,11
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86269,12907*D Shagbark hickory,371,Breaking leaf buds,2016,5,9,130,2457518,5,2016,5,11,132,2457520,11
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86270,12907*G Shagbark hickory,371,Breaking leaf buds,2016,4,19,110,2457498,3,2016,5,11,132,2457520,2
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86270,12907*G Shagbark hickory,371,Breaking leaf buds,2016,5,21,142,2457530,3,2016,5,21,142,2457530,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86271,12907*I Shagbark hickory,371,Breaking leaf buds,2016,5,9,130,2457518,5,2016,5,11,132,2457520,10
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86272,12907*N Shagbark hickory,371,Breaking leaf buds,2016,4,19,110,2457498,3,2016,4,19,110,2457498,3
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86272,12907*N Shagbark hickory,371,Breaking leaf buds,2016,5,4,125,2457513,3,2016,5,11,132,2457520,11
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86268,12907*B Shagbark hickory,467,Increasing leaf size,2016,5,11,132,2457520,1,2016,5,26,147,2457535,2
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86268,12907*B Shagbark hickory,467,Increasing leaf size,2016,5,29,150,2457538,1,2016,5,29,150,2457538,4
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86269,12907*D Shagbark hickory,467,Increasing leaf size,2016,5,22,143,2457531,11,2016,5,26,147,2457535,2
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86269,12907*D Shagbark hickory,467,Increasing leaf size,2016,5,29,150,2457538,1,2016,5,29,150,2457538,4
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86270,12907*G Shagbark hickory,467,Increasing leaf size,2016,5,11,132,2457520,1,2016,5,26,147,2457535,2
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86270,12907*G Shagbark hickory,467,Increasing leaf size,2016,6,3,155,2457543,1,2016,6,3,155,2457543,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86271,12907*I Shagbark hickory,467,Increasing leaf size,2016,5,21,142,2457530,10,2016,5,26,147,2457535,2
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86271,12907*I Shagbark hickory,467,Increasing leaf size,2016,5,29,150,2457538,1,2016,5,29,150,2457538,4
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86272,12907*N Shagbark hickory,467,Increasing leaf size,2016,5,22,143,2457531,11,2016,5,26,147,2457535,2
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86272,12907*N Shagbark hickory,467,Increasing leaf size,2016,5,29,150,2457538,1,2016,5,29,150,2457538,4
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86268,12907*B Shagbark hickory,483,Leaves,2016,5,10,131,2457519,6,2016,6,14,166,2457554,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86269,12907*D Shagbark hickory,483,Leaves,2016,5,11,132,2457520,1,2016,6,14,166,2457554,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86270,12907*G Shagbark hickory,483,Leaves,2016,5,6,127,2457515,2,2016,6,16,168,2457556,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86271,12907*I Shagbark hickory,483,Leaves,2016,5,11,132,2457520,1,2016,6,14,166,2457554,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86272,12907*N Shagbark hickory,483,Leaves,2016,5,11,132,2457520,1,2016,6,14,166,2457554,-9999
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86268,12907*B Shagbark hickory,500,Flowers or flower buds,2016,5,21,142,2457530,10,2016,6,4,156,2457544,10
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86269,12907*D Shagbark hickory,500,Flowers or flower buds,2016,5,22,143,2457531,11,2016,6,4,156,2457544,10
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86270,12907*G Shagbark hickory,500,Flowers or flower buds,2016,4,27,118,2457506,5,2016,4,27,118,2457506,4
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86270,12907*G Shagbark hickory,500,Flowers or flower buds,2016,5,3,124,2457512,2,2016,5,3,124,2457512,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86270,12907*G Shagbark hickory,500,Flowers or flower buds,2016,5,6,127,2457515,2,2016,5,10,131,2457519,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86270,12907*G Shagbark hickory,500,Flowers or flower buds,2016,5,13,134,2457522,2,2016,5,29,150,2457538,5
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86271,12907*I Shagbark hickory,500,Flowers or flower buds,2016,5,22,143,2457531,1,2016,5,29,150,2457538,6
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86272,12907*N Shagbark hickory,500,Flowers or flower buds,2016,5,10,131,2457519,6,2016,5,10,131,2457519,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86272,12907*N Shagbark hickory,500,Flowers or flower buds,2016,5,22,143,2457531,11,2016,6,4,156,2457544,10
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86268,12907*B Shagbark hickory,501,Open flowers,2016,5,21,142,2457530,10,2016,5,21,142,2457530,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86268,12907*B Shagbark hickory,501,Open flowers,2016,5,29,150,2457538,3,2016,6,4,156,2457544,10
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86269,12907*D Shagbark hickory,501,Open flowers,2016,5,21,142,2457530,10,2016,5,22,143,2457531,4
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86269,12907*D Shagbark hickory,501,Open flowers,2016,5,29,150,2457538,3,2016,6,4,156,2457544,10
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86270,12907*G Shagbark hickory,501,Open flowers,2016,5,9,130,2457518,3,2016,5,9,130,2457518,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86270,12907*G Shagbark hickory,501,Open flowers,2016,5,21,142,2457530,10,2016,5,29,150,2457538,5
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86271,12907*I Shagbark hickory,501,Open flowers,2016,5,28,149,2457537,2,2016,5,29,150,2457538,6
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86272,12907*N Shagbark hickory,501,Open flowers,2016,5,21,142,2457530,10,2016,5,22,143,2457531,4
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86272,12907*N Shagbark hickory,501,Open flowers,2016,5,29,150,2457538,3,2016,6,4,156,2457544,10
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86268,12907*B Shagbark hickory,502,Pollen release (flowers),2016,5,21,142,2457530,10,2016,5,21,142,2457530,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86268,12907*B Shagbark hickory,502,Pollen release (flowers),2016,5,28,149,2457537,2,2016,5,29,150,2457538,6
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86269,12907*D Shagbark hickory,502,Pollen release (flowers),2016,5,21,142,2457530,10,2016,5,21,142,2457530,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86269,12907*D Shagbark hickory,502,Pollen release (flowers),2016,5,28,149,2457537,2,2016,5,29,150,2457538,6
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86270,12907*G Shagbark hickory,502,Pollen release (flowers),2016,5,21,142,2457530,8,2016,5,21,142,2457530,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86270,12907*G Shagbark hickory,502,Pollen release (flowers),2016,5,23,144,2457532,1,2016,5,29,150,2457538,5
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86272,12907*N Shagbark hickory,502,Pollen release (flowers),2016,5,21,142,2457530,10,2016,5,21,142,2457530,1
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86272,12907*N Shagbark hickory,502,Pollen release (flowers),2016,5,28,149,2457537,2,2016,6,4,156,2457544,10
Arnold Arboretum - Tree Spotters Program,20240,42.30024,-71.12606,33,MA,68,Carya,ovata,shagbark hickory,19242,86268,12907*B Shagbark hickory,516,Fruits,2016,5,29,150,2457538,1,2016,6,14,166,2457554,-9999
